0.00013464,0
0.00026927,0
0.00040391,0
0.00053854,0
0.00067318,0
0.00080781,0
0.00094245,0
0.0010771,0
0.0012117,0
0.0013464,0
0.001481,100.74
0.0016156,108.02
0.0017503,102.39
0.0018849,94.862
0.0020195,87.126
0.0021542,78.593
0.0022888,71.089
0.0024234,63.981
0.0025581,56.941
0.0026927,50.021
0.0028273,43.857
0.002962,38.133
0.0030966,32.948
0.0032313,28.009
0.0033659,23.685
0.0035005,19.678
0.0036352,16.312
0.0037698,13.293
0.0039044,10.504
0.0040391,8.175
0.0041737,6.2382
0.0043083,4.6338
0.004443,3.368
0.0045776,2.3615
0.0047122,1.6436
0.0048469,1.0522
0.0049815,0.64765
0.0051162,0.38041
0.0052508,0.22265
0.0053854,0.14699
0.0055201,0.13452
0.0056547,0.17375
0.0057893,0.22758
0.005924,0.30348
0.0060586,0.38237
0.0061932,0.45743
0.0063279,0.52303
0.0064625,0.57149
0.0065971,0.60785
0.0067318,0.61945
0.0068664,0.62481
0.007001,0.60993
0.0071357,0.57895
0.0072703,0.53854
0.007405,0.48859
0.0075396,0.43236
0.0076742,0.37696
0.0078089,0.32038
0.0079435,0.26446
0.0080781,0.2117
0.0082128,0.16792
0.0083474,0.12965
0.008482,0.10036
0.0086167,0.079732
0.0087513,0.062266
0.0088859,0.054232
0.0090206,0.049118
0.0091552,0.054767
0.0092898,0.05935
0.0094245,0.068574
0.0095591,0.07938
0.0096938,0.089741
0.0098284,0.099014
0.009963,0.11011
0.010098,0.11576
0.010232,0.123
0.010367,0.1226
0.010502,0.12469
0.010636,0.12398
0.010771,0.11617
0.010905,0.10966
0.01104,0.098527
0.011175,0.089631
0.011309,0.07974
0.011444,0.066117
0.011579,0.056442
0.011713,0.045608
0.011848,0.036588
0.011983,0.029781
0.012117,0.023137
0.012252,0.020183
0.012386,0.018658
0.012521,0.017803
0.012656,0.019249
0.01279,0.02364
0.012925,0.028133
0.01306,0.033916
0.013194,0.037404
0.013329,0.044503
0.013464,0.050681
0.013598,0.054193
0.013733,0.05823
0.013867,0.061636
0.014002,0.062862
0.014137,0.064382
0.014271,0.063202
0.014406,0.060722
0.014541,0.057513
0.014675,0.053372
0.01481,0.048775
0.014945,0.042943
0.015079,0.036909
0.015214,0.031976
0.015348,0.026204
0.015483,0.021511
0.015618,0.017154
0.015752,0.014262
0.015887,0.011572
0.016022,0.01023
0.016156,0.009535
0.016291,0.010666
0.016425,0.01199
0.01656,0.01385
0.016695,0.016997
0.016829,0.019982
0.016964,0.024651
0.017099,0.028264
0.017233,0.031661
0.017368,0.035338
0.017503,0.03704
0.017637,0.040061
0.017772,0.041048
0.017906,0.041129
0.018041,0.041318
0.018176,0.040288
0.01831,0.038348
0.018445,0.036762
0.01858,0.033554
0.018714,0.029842
0.018849,0.026551
0.018984,0.023029
0.019118,0.019658
0.019253,0.015509
